page,comment,scale
Page_3,"Štúdiovú kvalitu zvuku :D isto, človek bude rád, ak tam bude nejaká schopnejšia zvuková karta.",-1
Page_3,Niekedy to bola super značka.. .a teraz?? Jedno veľké LENIVO a nie Lenovo.. BlackBerry je špička v telefónoch!,-1
Page_3,problem s aktualizaciou a lenovo hra mrtveho chrobáka,-1
Page_3,"odkedy som kupila lenovo, iba same problemy",-1
Page_3,lenova nikdy viac už zlatý Samsung,-1
Page_3,"Dá sa na nich krájať zelenina, alebo miesiť cesto? Nech majú všestranné využitie :)",-1
Page_3,"Nie dik,mam vlastnu dosku na krajanie",-1
Page_3,"myslím, že v tomto prípade to dehonestuje lukratívny dizajn 900-ky. Toto sa mi skôr hodí na nižšie série :)",-1
Page_3,"Ja som mal lizatko na p70 este pred oficialom ale zo zvedavosti som skusal aktualizovat na offik a je to naozaj hruza, teraz mam LP (64bit) z Vibe UI nadstavbou nestratil som ani tap2wake co je dost navykove ani ostatne vychytavky akurat ze je cely v Anglictine, zaruku som neriesil kedze hardware je kvalitny akurat soft robi niekto na drogach :)",-1
Page_3,presne tak.... neviem čo to niekto z Lenova číta.... ale veľa lúdi sa stazuje na telefon P70... ale lenovo mlci....,-1
Page_3,"ja mám tablet lenovo tab 2 A7-30 android kitkat 4,4 a mám že možem aktualizovat na lízatko ale ked čítam vaše negatýva, radši nehám na kitkat",-1
Page_3,"Prajem dobrý deň. Prezentácia produktu pánom Ondrejom nebola plnohodnotná, o kúpu mám však záujem s kompletným príslušenstvom. Potrebujem sa však niečo spýtať, bolo by prosím možné, aby sme sa kontaktovali, alebo to môžme vcelku stručne a pokiaľ možno odborne prebrať aj tu? Budem naozaj rád Lenovo, ak mi dáte vedieť, možno by bol kontakt so zákazníkom podobne profesionálny, ako sa staviate k prezentácii vašej pracovnej činnosti. Dakujem veľmi pekne.",-1
Page_3,Ten projektor je na 2 veci akurát  na WC som s nim svietil keď som večer išiel celý tablet zle seka mrzne vypína sa vrátil som ho lenovo nikdy viac,-1
Page_3,Sekacie krámy si nechajte,-1
Page_3,"Okrem projektora nemá ten tablet nič poriadne, seka, mrzne  musel som ho vrátiť",-1
Page_3,Kamaratka ma mobil Lenovo asi 3mesiace a blbne jej vybrovabie ak ma napr. zapnute vibracie v rezime alebo na klavesnici ... Obcas jej to ide a obcas nie ... Takze az taka nezavadna znacka to nie je :-),-1
Page_3,"Kvôli nespokojnosti iných som neupgradol na Android 5 ale už ma vytáča, že vždy keď prejde polnoc (0:00) mi mobil (aj keď je odpojený od netu) znovu ponúkne notifikáciu s možnosťou aktualizovania. Ani zakázanie v nastaveniach aplikácie nefunguje. Buď spravte UI ktoré podporuje všetky funkcie telefónu aj v Android 5 alebo stiahnite aktualizáciu z obehu aby nebola.",-1
Page_3,"Lenovo - kazda aktualizacia je len vacsi bordel. A ked sa mnozia staznosti, tak ju stopnu. A ked sa stazujete, ze vam P70 po aktualizacii blbne, odkazu Vas na servis. Fuj Lenovo.",-1
Page_3,Lenovo nie je schopné urobiť normálnu aktualizáciu. Najbližšia kúpa mobilu bude iný výrobca.,-1
Page_3,"Zial asi ziaden... Lenovo je sice dost vychytana znacka ale ja s nou nemam dobre skusenosti. Sice som si kupila jeden z najlacnejsich notebookov, dvakrat po sebe mi na tom istom mieste praskol vnutorny displej a to len pri minimalnom tlaku na obrazovku... zial zaruka sa mi na to nevztahuje, takze notebook je tym padom viac nepouzitelny...",-1
Page_3,"žiaden :)..priatelka ma yogu 2 pro za 1200, trikrat servisovany kvoli blikajucej obrazovke..raz preinstalovany win, dvakrat nezistene, absolutna neodbornost technikov, ktory neboli schopny zistit prečo to robi vo win 10..ja som mal thinkpad za 900 a odišiel 2 tyzdne po uplynuti zaruky",-1
Page_3,"Ziadny, pretoze som mal Lenovo M30 asi pol roka a po case sa mi odtrhol pant na otvaranie obrazovky, dal som to reklamovat a poslali ma s tym do prdele ako keby som za to mohol. Pritom mi nikdy nepadol ani nic podobne. Teraz chodim s odtrhnutu obrazovku jak magor -_-",-1
Page_4,"Pondelok som bola rano v DCA.nebola, utorok som obehala 3.Lidle v TN.nebola.Vcera Lidl IL.a nebola ta ŠPALDOVÁ Muka nikde!!! Kedze peniazkov je malo a takato speci muka je draha som sa potesila no ale zbytocne :-( a moje deti maju radi ked im niekedy namiesto rozkov upecem doma nejake to pecivko a som chcela zdravsiu muku pre ne a nic s toho :-(",-1
Page_4,ani v jednom Petržalskom Lidli v BA nie je od pondelka 29.2.16.....informovala som sa aj u personálu,-1
Page_4,"Novinka to je všetko pekná vec len škoda že z ponuky sa vytratila chlebová múka ciabata už overená kvalita ,na niečo dobré si zvykneme a za chvíľu to už nie je asi nám nič iné nezostáva len skúšať novinky, že ??",-1
Page_4,Len škoda že keď je na akciu nikde ju nemajú !!! Vraj iba tri malé balenia dostali a to som bola v utorok,-1
Page_4,vo Vrábloch som ju tiež nenašla,-1
Page_4,Az na to ze uz hned prvy den ani nebola...,-1
Page_4,"Zasa dalsie hlasovanie? A co roboti? Ako pozeram, uz sa to zasa naucili.",-1
Page_4,"Tieto susienkove polotovary, co sa tvaria ako kolace, des!",-1
Page_4,Radka Szombathová takuto nezdravu sracku asi tazko😂😂,-1
Page_4,"A dalsia poda je zabrata,len tak dalej...",-1
Page_4,"Toto je také typické slovenské.... trápia vás tu somariny, píšete sproste komentáre ale to, ze zase sa dá práca dalsim ludom to vás vôbec netrápi. Veď to je len pre nás dobre, ze dalsie sklady, dalsie pracovné pozície.... podľa mňa super, ďalších 100-300 nových pracovných pozícií. Blahoželám",-1
Page_4,Veľakrát som hlasovala až tri hlasy ste mi zarátali... To bude isto spravodlivé kto vyhrajte !,-1
Page_4,Už je dnes 1.MAREC!Kde mame vysledky hlasovania???Ved to už musite mat!Poprosim zverejnite to na Vašej stránke!,-1
Page_4,"Dúfam že vysledky nemajú nič spoločné s politikou, je mi divné , že výsledky hkasovanie sa dozvieme až 14.3. teda po voľbách!!!!!",-1
Page_4,med a ešte toľko cukru.....blé,-1
Page_4,"V tejto zamnipulovanej sutazi ja, osobne, uz hlasovat nebudem, Vitaz je dopredu urceny, kedze idete v Seredi otvarat logisticke centrum",-1
Page_4,Hlavne konecne skonci ta otrasna reklama s este horsou pesnickou 😉,-1
Page_4,"Konecne,lebo ta reklama s pištavymi vcelami mi lezie uz na nervy :D",-1
Page_4,na budúci týždeň je celkom dobrá ponuka ale my v Čunove už 3 týždeň nedostávame leták neviem prečo,-1
Page_4,My nedostávame Lidlove letáky vôbec,-1
Page_4,letaky tiež nedostávame pravidelne😐,-1
Page_4,A tento lieskovoorieskovy nugat bol vyborny fakt a bol bez mlieka preco uz nie je,-1
Page_4,Lidl letáky nám prestali nosiť od pol januára!!!,-1
Page_4,Prečo nedostáva leták aj KE okolie ?napr Jasov,-1
Page_4,Dobry den prosim vas preco sa nedorucuju letaky.predtym sme dostavali a teraz uz veeelmi dlho nie puchov rastislavova ulica,-1
Page_4,skoda ze v Šali este stale nechodi. nic sa nezmenilo,-1
Page_4,To by sme si ho museli najst v schranke,-1
Page_4,Už dlhšiu dobu mi u Vás chýbajú chilli oriešky v cestíčku. V predajni sú vždy len paprikové 😕,-1
Page_4,No ja by som rada len keby sme ho dostavali.Nechapem vsade chodi a nase sidlisko nie.Mozte mi prosim povedat preco sa neroznasa aj Ruzova Gerlachovka Dumbierska Fatranska atd.....? BANSKA BYSTRICA,-1
Page_4,Dobry den...rada u vas nakupujem...dostavali sme letaky..ale uz davno prestali chodit..ine retazce chodia...:(,-1
Page_4,Ani mi v Kosiciach nedostavame letak,-1
Page_4,"Škoda, že už nerozdávate letáky do schránky - Košice",-1
Page_4,my chceme v Sali leteky... ak nie tak zruste aj predajne,-1
Page_4,"Nam uz dlksie chybaju vajecne spagety,kt.boli za dobru cenu a chutne,vzahranuci v lidli ich maju,chcem sa spytat vratia sa este?",-1
Page_4,"Nam v Starej Lubovni donasaju letak neskoro vecer  alebo v noci v nedelu,pondelok rano je uz velokrat zmoknuty uz sa neda pouzit prosim Vam napravte to dakujem",-1
Page_4,"To by sme museli najskôr tie letáky dostávať.Už som aj telefonovala na zákaznícku linku, 1-krát sme ho dostali a opäť nič.",-1
Page_4,"Dobry den pravidelne v predajniach lidl je problem s 1,5l perlivymi vodami saguaro...byvaju iba 2l preco???vdaka za odpoved :)",-1
Page_4,"Čo sa týka predavaciek aj ja mám zle skúsenosti v Sereckej, vravela som si, že pri najbližšej nepríjemnej skúsenosti si vypýtať knihu, či vedúcu. Tiež robím predavačka a do nás tlcu... Zákazník nás pán... A tak sa aj k nim správam a podľa ich reakcií viem, že ma majú radi... Zmeniť, dohovoriť Seredskym predavackam čo tam kazia vzduch s odutim ksichtom a neochotu k zákazníkom",-1
Page_4,"Ja neviem pochopit, preco tu dáváte otázky, ktore sa netykaju prispevku... :( Pekny den ;)",-1
Page_4,"Svojím obsahom ma časopis vôbec nezaujal, veľa farebných fotografií a články bez hodnoty. Na Lidl sa to akosi nehodí.",-1
Page_4,magazín...zľavové kupóny...sa mi zdá alebo opakujete po Tescu?,-1
Page_4,Ak ste zo Svidnika ani neskúšajte ... Náhodou by ste niečo klikli v nesúlade s pravidlami ... Takže aby ste zbytočne neutracali peniaze na nesprávnom mieste,-1
Page_4,Preco su ludia stale taky skepticky :-))),-1
Page_4,Bude to zasa taka sutaz ako aj zo zihadielkom ??? ze uz to je dopredu dane kde sa postavia,-1
Page_4,"Ale ale, Lidl tim... ""sutazni"" ? To naozaj? Opravte si to. Sup, sup!",-1
Page_4,Jaky ste seci mudry,-1
Page_4,.....a dopad akos nožmi....už neboli....😉,-1
Page_4,Mrzí ma že som sa zapojila nejako som ešte nič nevyhrala tak netuším o dani z nepeňažnej výhry a poistnom do zdravotnej poisťovne. Dúfam že nevyhram a diky Lidl za skvelú súťaž 👍👍👍 voľme Fica možno bude aj daň za vzduch 😂😂😂,-1
Page_4,"Škoda, že ste začiatok súťaže 22.2. neuviedli aj na billboardoch, človek potom nakupi v nedelu v domneni ze bude sutazit za viac penazi a potom je sklamany ...",-1
Page_4,Taky vysavac co ani pierko nedokaze povysavat nehovorim o tom ze izba musi byt bez nabytku aby mohol udierat do stien haha,-1
Page_4,Sutaz ked mame lidl zatvoreny v Zl Moravciach,-1
Page_4,Po vysavam si sám netreba mi takú hlúposť.,-1
Page_4,V retazcoch neverim žiadnym vyhram alebo darom. Lidl pred vianocami slubili nože za nákup.,-1
Page_4,Mam rada Lidl aj rada tam nakupujem ale tento vysavac je poriadne nanic. Mala ho kamaratka a predala ho a kupila si klasicky... Mohli ste dat radsej do sutaze Dirt Devil ktory aj predavate. Je ovela lepsi.,-1
Page_4,"zas jak tie nože,",-1
Page_4,Lebo vase conditionery na vlasy  su nieco famozne .......,-1
Page_4,Velmi spravne Lild zobudte sa,-1
Page_4,"Zase len svidnik???  To nemyslite vazne. A ako stropkov, myjava nemali ani jeden podvodny hlas???",-1
Page_4,A co tak za opakovane podvodne hlasovanie tu konkretnu obec vylucit? :-),-1
Page_4,Ako je možné že po predošlej zlej skúsenosti s podvádzaním ste nedokázali zabrániť ďalším podvodom??? Čistý amaterizmus...,-1
Page_4,To aky IT specialisti u vas pracuju??? Z mokrej strvrte. To este oni by vam mali zaplatit. Jaaaj jeden z nich je z Myjavy...,-1
Page_4,Co sa tu rozculujete oni uz davno maju vybrate miesta mesta kde tie ihriska budu......pre nejakych papalasov.....vsetko je to len o reklame....,-1
Page_4,"Vyzerá, že výhercovia sú už vopred určený.",-1
Page_4,"Od začiatku bolo celé hlasovanie zle..  mohlo to byť napr. tak, že stačí zozbierať toľko hlasov, koľko zodpovedá trebárs štvrtine počtu obyvateľstva mesta... kto tak urobí, dostane sa do zlosovania - to by podľa mňa bolo spravodlivé a predišlo by sa týmto pokusom o podvádzanie.",-1
Page_5,Jedine čo bude štavnate je ten radioaktívny olej.,-1
Page_5,"Je mi jasné že je to len ilustračná foto ale to čo som dostal ani zďaleka nevyzeralo tak dobre. Len dve plátky mäsa hodené medzi žemle s plátkom syra a natrhanou ""trávou"". Kvantita na úkor kvality. Netreba tak tlačiť na vašich ľudí nech robia tak rýchlo ako v čínskej fabrike. Želám pekný deň :)",-1
Page_5,"Pojdem si to dnes dat, ale ak to nebude vyzerat PRESNE, ale PRESNE tak ako na obrazku, tak to vratim a hned pojdem podat staznost na radu pre reklamu sr. :)",-1
Page_5,V prvom rade by takto musel vyzerať aj v realite -_-,-1
Page_5,"Za posledne mesiace sa stale menia tieto syrceky a pritom je to furt to iste, radsej keby ste klasicke vyprazane syry nestahovali, ci uz cheese king alebo mcsyr ..",-1
Page_5,hmmm...Nič lepšie si nejedla ? ...keby som bol vedel akáí si Ty skromná...,-1
Page_5,"Dneska ste si zo mňa urobili super žart, zaplatil som a nakoniec ste mi nedoniesli jeden burger (čakal som asi pol hodinu)",-1
Page_5,na prevádzkach by sa radšej mohli naučiť dávať to čo si zákazník zaplatí a nezabudnúť na nič ;),-1
Page_5,Tento je aspoň bez tej vašej chémie.,-1
Page_5,To už som si myslel že v mcdonalds nemohly vymyslieť väčší blaf ale keď som vydel tú fotku.......fúúúj nechodte tam a keď pôjde v tv reklama tak to prepnite,-1
Page_5,momentalne teraz je mi z neho zle asi pojde von :-),-1
Page_5,keby tak nebol hodený do sačku tak by aj bol fajn...čouž aj chuť ma prešla,-1
Page_5,"tak zase nic. zostavam pri bacone. lepsia omacka, slanina a nie su v nom hnusne uhorky. pripadne si pockam na ostiepka.",-1
Page_5,Ľutujem len týchto vymyslov McDonald's. .....:/,-1
Page_5,skoda ze neponukaju viac takych velkych ako je Big Tasty. Ked som v NYC na dovolenku tak vyhladasvam iba take burgre ktore maju viac ako 1000 calories.,-1
Page_5,"Gramazovy odrb, za 10rokov z tej mega zemle urobili jednohubku, len sa vratili k tomu co bolo ;).",-1
Page_5,čo nemá mekáč do šírky má do výšky... každopádne uprednostňujem domáce jedlo pred fast foodom už ln z princípu že pracujem v jedálni de niektoré jedla nemajú kvalitou od fast foodu ďaleko...,-1
Page_5,"Úžasná akcia. V ponuke slabých 6-7 burgrov, ale hlavne, že je Orbit.",-1
Page_5,"Aj tak sa stretavam s tym ze za pokladnou chcu aby sa kupon odovzdal. Ak ho mam v mobile nemusim. V papierovej podobe ano. Nie je to chore? Zlavove kupony aj odratanie penaznej sumy v papierovej podobe su, v elektronickej len zlavove. Nie je to chore?",-1
Page_5,A tie peňažné tam prečo nie su? :(,-1
Page_5,"škoda že ku nám sa takéto nedostanú. Úprimne povedané mi ""syrová sezóna"" už začala liezť krkom.",-1
Page_5,Chilli cheeseburger bol top a kde sa podel...,-1
Page_5,"jasne, uz si skusam predstavovat tu ""hluzovkovu"" omacku... :))))",-1
Page_5,Hej hlavne že ten váš šalát z farmy dostanem v bille :),-1
Page_5,BigMac menu + 1 BigMac to je onicom mohlo to byt druhe menu zadarmo,-1
Page_5,"Robia tam lebo inde ich nezoberu, nie kvôli tomu že vedia spraviť dobrú kávu 😂😂😂",-1
Page_5,Najlepšie ked sa na tom bavia ľudia co maju ledva ucnovku dokončenu 😊😉,-1
Page_5,Ehm len na obchodnej ulici v ba zacali davat nejak menej mlieka... :( minule sme si museli pytat doplnenie :(,-1
Page_5,Automat stroj a automat na napenenie mlieka a ze barista :D,-1
Page_5,Málo z toho čo sa tam píše z benefitov je pravda -_-,-1
Page_5,Malo by sa viac investovat do zamestnancov a nie vzdy len slepo vidiet zakaznikov a na zamestnancov sa vyprdnut,-1
Page_5,Ja som este nepočul o jednom ktorí by chcel robit v mc donalds a ty co tam pracujú nadávajú jak choré vrany ...,-1
Page_5,Zarabate na predaji odpadu tak preco nedopriat zamestnancom :D,-1
Page_5,"V Trnave som si ich dala raz a stacilo.Chutne neboli, chrumkave tiez nie! Klasicke hranolky su najlepsie!",-1
Page_5,Dostať ich čerstvé  to je iba sen - v BB určite. Tak 10- minút staré a gumené.,-1
Page_5,"Su suche...uplne bez chuti,radsej normalne hranolky",-1
Page_5,"Nechcem rypat, ale pokial je restauracia na dalekom Taiwane, preco su napisy pisane v latinke? A co mi je este viac podozrive, ze na konci videa je napisane Vietnam... Ja enem tak",-1
Page_5,Keby u nas takto vyzeral mekac... Nie ako ten v Trnave...,-1
Page_5,Haha v tom Mc som bol a chuťovo sme na tom lepšie :),-1
Page_5,"najlepšie na tom, že idem, chcem ho vyskúšať, teším sa naň.. dá mi len hranolky a nápoj a povie, že mi ho donesie a ja za ten čas zjem hranolky a burger nikde a tak som sa musela postaviť a ísť si ho ešte aj vypýtať a ako, že zabudli.. tak ďakujem pekne teda... potešili ...už aj potom chuť prešla.. Žilina..",-1
Page_5,"no nafotene je to genialne a otvoris krabicku a tam smutny salat nahnednuty pripadne vybieleny, maso depresivne cibula opustena ...",-1
Page_5,"hlavne mastne hranolky budem chytat, havarujem a potom vysudim od vas love",-1
Page_5,Cez slamku prave pijem....ked mam zaludocne problemy z vasho bigmacu a nuggetiek...,-1
Page_6,cwte naykacy som si kupil od vas lenovo a7000 a     no a mobil sa nechce nabijat ked je pripojeny na siet,-1
Page_6,"vymena reklamacie? to je co za slovne spojenie? aspon by ste sa mohli zamysliet predtym, ako nieco take zverejnite",-1
Page_6,Ja som reklamoval notebook ešte som ho mal aj poistení a čakal som 6 týždňov a to som musel 3 razy volať čo sa stým deje. To je servis!,-1
Page_6,"Sak to je inak dobry opruz, na debilnu kanvicu cakat 30 dni... thumbs up! ;)",-1
Page_6,"25 rokov žijeme technikov :D no s takými maržami isto 500 -700 eura pýtate za low end odpad ktorý vystavujete medzi notebookmi :D a potom človek príde domov a dokonca aj na alze najde za 420 eura notebook ktorý ma lepší výkon ako 700 eurové odpadky vo vašich regáloch :D u vás nakupujú len idioti čo sa nechajú zblbnúť elektrickimi dvermi zatiaľ čo sú ochotný zaplatiť 100% maržu za tovar ktorý pre nich už od nova nebude stačiť, ale to im pri nákupe váš zamestnanec jaksi zabudne povedať",-1
Page_6,hej a na mesiac používaný tablet dáte podpísať POZÁRUČNÚ reklamáciu a táto reklama sa nebude na to vzťahovať !!! Tá reklama je o VÁS - zvykli ste si čakať na zákazníka.,-1
Page_6,Hlavne ked su predavaci dementny. A nic co sa spytate nevedia.,-1
Page_6,v Tescu a Kauflande je to už niekolko rokov a nielen na kanvice  a vy /nay/ ste zrovna objavili ameriku,-1
Page_6,Zlavy az DO 46%. Mozno dajake sluchadka alebo dajaka blbost aj taku zlavu maju.,-1
Page_6,ze sa nehanbite takto zavadzat je to smutne. od decembra som sledoval ceny lebo jeden som kupil a v januári. a za tu istu cenu co mate tu uvedenu :D a teraz ze zlava :D  :D :D,-1
Page_6,"Skúste dať niekedy ""naozajstnú"" zlavu ;)",-1
Page_6,"mily marketing nay, mate nas zakaznikov za uplne ovce???",-1
Page_6,Prečo pretlacate iba Samsung?,-1
Page_6,A koho zaujima kolko stal pri uvedeni na trh?....pred tromi rokmi?to moze ist teraz rovno do muzea.,-1
Page_6,"Zaujímavé, že v zahraničí sú oveľa lepšie vypredaje a to majú aj oveľa lepšie platy. A blba slovač nech zacaluje, keď chce mať.",-1
Page_6,O 36 € je lacnejsi ako inde:D riadna zlava!,-1
Page_6,"Jasné, že klamú televízor pred výpredajom stál 799€ a teraz po zľave opäť 799€, ďakujem im pekne za taký ""výpredaj""",-1
Page_6,"Si porovnajte nase ,,zlavy,, so zlavami v UK.. Tam su naozaj zlavy, nie to co nam ponukaju na SK.",-1
Page_6,Hovno vcera som tam bol aj auparku vobec ziadne akcie 10%20% na par veci ktore vobec tolko stali aj pred akciou.,-1
Page_6,Take zlavy- ziafne zlavy si nechajte pre seba- obchodnici NAY ...sklamali ste ma uz aj OKAY je lepsi ako vy...,-1
Page_6,Lenovo A536 som pred rokom kupoval v 02 za 99 euro.A po roku ho v NAJ dávajú po zlave za 109 euro.To je snáď len zlý Slovenský sen.,-1
Page_6,to su akcie ako v cba potraviny. zlava na tovar - akcia a tovar drahsi ako bol pred akciou,-1
Page_6,"Zdravím prečo je píané že , pôvodná cena Televízora Sony je 1529€ ked pôvodná cena je 1099€ ?",-1
Page_6,"Az na to ze v usa, od ktoreho black friday preberate, su zlavy az do vysky 90%. Bud to robte poriadne alebo vobec.",-1
Page_6,"ze zlavy..kazdy co ma internet si lahko najde ake super zlavy mate..rovnako ako mall,hej,alza....napr. aku vrtacka..zlacnena z 99€ na 55..a na internete ju najdete max do 67€",-1
Page_6,Black Friday je veľkým sklamaním. Dnes rano o 9:05 nebola na predajni v Prievidzi už žiadna PS4 :-( podľa predavačov mali len 3 ks. Neviem kto ich kúpil ked nikoho som s nimi nevidel. Alebo že by to bola akcia pre predavačov a ich známych ? Som z toho neskutočne sklamaný a Nay vo mne zanechal na dlhú dobu negatívnu skúsenosť :-(,-1
Page_6,jedine co sa tam oplati kupit je ten sony TV ostatne kupim za tie iste ceny v inych obchodoch..ja neviem si myslite ze ludia su fakt tak hlupy??,-1
Page_6,"Aspoň keby mal Nay take gule a reagoval na negativne komentare ale ako vidiet, moc ho nezaujima nazor zakaznikov.",-1
Page_6,Fuuu neviem ci nepojdem do kolien stych vasich zliav je to vysmech,-1
Page_6,A odbornici z nay ani pracku nevedia spravne zapojit. Mame skusenost.,-1
Page_6,Preco mi to neponukli  pred tyzdnom ked som si kupovala v Nay notebook  toto je vyhodnejsie ako to co ponukli mne,-1
Page_6,sprostost...a ked ziadate tak vam to zamietnu lebo zena je na materskej a manzel bez prace tak vam na splatky nedaju...,-1
Page_6,Ja som mala smolu v nay...zakupeny samsung televízor105uhlopriečka po 24mesiacoch a pár dní nám vypovedal..vraj obrazovka a stým sa neoplatí  nič riešiť....tak šetríme na druhý ...ale určite nie z nay,-1
Page_6,prepacte mi ale o akych zlavach pisete o 30 Eurovych je to na smiech,-1
Page_6,"aplle 13,3"" - nay 999eur / heureka 960eur....zlava ako kon.",-1
Page_6,"A nakoniec sa dozviete,že vaša kupena vec už bola raz kúpená a reklamovana a daná naspeť na predaj.taketo praktiky ma Nay",-1
Page_7,:-/ prihlasovanie je ukončené... damn it,-1
Page_7,KKs kopia byvalej kolegyne,-1
Page_7,9 rokov s nami s vami a výhody dostávajú len noví zákazníci a tí čo sú tu skoro od začiatku na tých zabudlo a zabúda...ň,-1
Page_7,Ha hlavne že my operátor po neposkytnutí osobných údajov zablokoval tel.,-1
Page_7,"Zasa ma skoro porazilo z vašej hlasnej reklamy na začiatku videa. Keď už sa zaoberáte technológiou, v záujme zníženia počtu infarktov v SR si naštudujte toto: http://www.wondershare.com/video-editing-tips/audio-fade-in.html",-1
Page_7,"No škoda, že som nevedela, že bola táto možnosť. Ale aj tak dám tú otázku. Kedy sa normálne pokryje signálom Borský Mikuláš? Nebaví ma chodiť na stred dvora v zime, aby som sa pripojila na internet. Jedine, ak by tam generálny sedel som nou a zohrieval ma. Druhá otázka... kedy skončí roaming s rakuskom nech nemusim  ich podporovať a kupovať si rakúsky krediť a internet, ale môžem byť cez domácu sieť O2.",-1
Page_7,"To je pravda,že treba začať o niekolko minút skôr lebo kvalita signálu v 21 storočí to je hanba pre O2 :(",-1
Page_7,"V Mlynskej doline je katastrofálne pripojenie na internet, dá sa to zlepšiť?",-1
Page_7,"V našej dedine často mi vypadáva signál , takmer stále , dedina sa volá slepčany a patrí do zlatomoraveckeho okresu",-1
Page_7,Sms- ky mi obcas prichadzaju o den neskor.,-1
Page_7,"Mna by potesilo napr toto...
Ked si zapnem data na tel 50 cent na den... Tak by bolo uplne super keby mi to strhlo Kredit len raz a nie ako sa mi stava casto ze mi dojdu 2 smsky po sebe a ukradne mi to 1e namiesto 50 cent...",-1
Page_7,"Zdravím, viete mi povedať prečo nebolo na moju otazku odpovedané? Napísal som ju už o deň vopred ako som bol kontaktovaný sms.
Ďakujem.
Michal",-1
Page_7,Nefunguj ... nepyta to mail a skusala som vselijake prehliadace,-1
Page_7,Dislike ....,-1
Page_7,...radšej už rozbehajte to LTE konečne lebo utopím svoju O2 simkartu!!!,-1
Page_7,"No tak na tie odpovede som velmoj zvedavý  :-o Veď práca je posledný zúfalí pokus, ako prísť k peniazom :'(",-1
Page_7,4G pokryvat nejak nestihate,-1
Page_8,"Po dlhych rokoch setrenia ,ludia zistia , ze peniaze nemaju ziadnu hodnotu a nic si za to nekupia.Je to dobre len pre banky,poistovne,fondy...... setrit sa da efektivnejsim a istejsim sposobom.Investovat vedia len investori! Uvery su uplne ""Fantasticke"" Treba mat zdravie,lasku,dobru rodinu...... peniaze a stastie su az ..... na 1.mieste!",-1
Page_8,"múdry to ľudia na sk ,vôbec len pozerajú na seba nie vôkol (: nech sa páči !",-1
Page_8,Vek nad 40 rokov ktorý zarábajú menej ako 800€. Ja som už vystúpil.,-1
Page_8,Pchat peniaze do vankusa si mozes aj pri 2 pilieri.lebo teba to nestoji ani cent inak povedane z tvojho cisteho prijmu ti nezoberu ani cent .... tak o com tu tocite???,-1
Page_8,"Ja si myslim, ze nasledujuci fakt vravi za vsetko - viac ako 16 milionov za 10 rokov bolo jednou DSS poskytnute dedenim. Inak, malovzdelani,  II.pilier je deditelny aj v tom pripade, ak sporitel pobera dochodok a do 7 rokoch nastane umrtnost (doteraz to bolo 4 roky a teraz to zvysili). Inak, preco ste lajkli tuto skupinu, ak tu vsetko hejtujete ? Mal by Vas admin vyhodit...",-1
Page_8,Nie jednou z výhod ale jedinou...,-1
Page_8,Kašlem celé hypotéky,-1
Page_8,Lenže 3. každý si nemôže dovoliť ale 2. je zadarmo...  😉,-1
Page_8,"Pochopte to nieje chyba v ziadnom piliery.Chyba je v tom ze Fico premrhava obrovske peniaze a musi ich z niekadial nahradit.Co si myslite ze vlaky zadarmo a jeho socialne balicky, predrazene zakazky a jeho oligarchov financuje z vlastnych uspor!?Z vasich.Ved naco mate tu hlavu premyslajte trochu.",-1
Page_8,"Za 50 rokov, ked sa uz nasporene peniaze dostatocne znehodnotia, to bude dochodok! Mozno z neho vyjde aj na mlieko..",-1
Page_8,2 sa neoplati pokial nezarabate viac ako 1200€ mesacne,-1
Page_8,doležité  je sa dožit dochodku.......,-1
Page_8,Lacnejsie pozemky v pohranicnych dedinkach v rakusku? To od kedy bude? Lebo teraz su tam riadne palky.,-1
Page_8,to su  pravdy a polopravdy  :D :P  takto nohy na stolickach sa nemnozia. ale zisky v tychto pilieroch sa  zhodnocuju  po 5 rokoch o 100%  ale  vasich penazi. a tak jako vedia rast tieto peniaze  tak vedia  aj  zmiznut a znehodnocuju sa. najvatsi  zisk z penazi sporitelov maju spolocnosti a to bez rizika. vy sa mozte navase peniaze pozerat  ale nemozte  snimi nic robit aj ked viete  ze su znehodnocovane  vase vklady  :D  :P  vy mate. ak mate  rocny vynos  2%  :D  :P  je to  pre hlupakov.  kupujte zlato striebro. zem domy byty. len nezivte parazitov.  nik vam nicim neruci za vase uspory,-1
Page_8,Ano???? A z coho odkladat??? Z tych almuzien co davaju nadnarodne otrokarske spolocnosti....alebo ako nahle zarobite viac tak spravia tak aby cim menej islo statu cize ste stale na tom istom,-1
Page_8,Ani tych 15000 nemas garantovanych 2 pilier nieje isteny statom a kazda vlada ho moze pozmenit tak ako bolo z piciatku 6% teraz su 4 % kludne mozu byt casom 2 % taktiez ak su vynosy teraz v pluse neznamena ze nemozu byt v minuse a akurat v tom case ked budes mat narok na dochodok ...celkovo nieje dobry system dochodku na jednom na nabaluje stat na druhom spolocnosti a vsetky nadnarodne,-1
Page_8,Najlepšie asi odsťahovať sa do jaskyne a nasadiť si v okolí obilie. Fungujete v systéme ktorý funguje ako funguje vyplakavat na FB vás nezachrani. A skúste si nájsť financnika ktorý reálne rozumie tomu čo robí. Pekný deň Yan Nick,-1
